url,description
https://www.coches.net/bmw-z3-gasolina-1999-en-murcia-60475783-covo.aspx,"Nacional , siempre en garaje , comprado a primer y único propietario adquirido en servicio oficial BMW de Sevilla  , libro de mantenimiento con todas las revisiones pasadas en servicio oficial ."
https://www.coches.net/bmw-z3-gasolina-1996-en-las_palmas-60205464-covo.aspx,"ITU 02/26

BMW, año de construcción 1996, asientos de cuero, caja de cambios manual. Algunos pequeños daños en la pintura, pista tendría que ser reajustado. Pierde un poco de aceite."
https://www.coches.net/bmw-z3-gasolina-1999-en-cadiz-60196480-covo.aspx,"Pasada Itv ,cambio cerradura en casa oficial ,amortiguadores delanteros nuevos .Cuero en Burdeos y capota impecable .
Segundo Duelo anterior un amigo.
Mejor escribir por wuatsap"
https://www.coches.net/bmw-z3-gasolina-2000-en-baleares-59516917-covo.aspx,"Vendo BMW Z3 Coupe del año 2000 ,  todas las revisiones selladas en el libro de mantenimiento , esta muy bien cuidado , ITV en vigor , llantas y neumaticos homologados ,
Llantas originales BMW ""Styling 42"" de 17"" atornilladas .
Neumaticos de diferentes dimensiones 225/45/17 delante y 245/40/17 detras.
amortiguadores y muelles reforzados Biltein
Tapiceria de cuero , asientos electricos deportivos .
Aire acondicionado .
Retrovisores exteriores electrios y calefactables.
Antinieblas delanteros y traseros.
Radio CD PIONNER con disquetera de 6 CD 4x25w
Es el 3000 cc 6 cil , se vende por no usar , PRECIO NO NEGOCIABLE , no se cambia por nada solo venta . REPITO NO NEGOCIABLE ."
https://www.coches.net/bmw-z3-gasolina-2000-en-burgos-60343340-covo.aspx,"Fabuloso BMW Z3 2.8 6 cilindros 193CV.
Full equip. El coche está impecable, excelente estado de conservación. Muy pocos kilómetros. Si buscas un Z3 con la potencia y el espectacular sonido de un motor BMW 6 cilindros atmosférico, combinado con un cambio manual, esta es tu oportunidad y no vas a encontrar nada mejor. Autentico coche de colección con valor de inversión al alza."
https://www.coches.net/bmw-z3-gasolina-1999-en-valencia-60513692-covo.aspx,"ITV pasada recientemente.
Motor en buenas condiciones.
Precio negociable."
https://www.coches.net/bmw-z3-gasolina-1997-en-madrid-59948533-covo.aspx,Perfecto estado. ITV en vigor.
https://www.coches.net/bmw-z3-gasolina-1996-en-sta_c_tenerife-60423601-covo.aspx,"Coche en buen estado, correa de cadena, gomas nuevas, ITV anual, capota manual. Detalle de los años, coche clásico."
https://www.coches.net/bmw-z3-gasolina-2001-en-huelva-59387678-covo.aspx,"Personas interesadas y hablamos en privado 
ITV pasada el 27/3/2025
Super cuidado!!"
https://www.coches.net/bmw-z3-gasolina-1998-en-valencia-60533868-covo.aspx,"Color rojo, Itv recién pasada, como nuevo siempre en garaje, modelo único en extras,asientos de cuero,retrovisores eléctricos descapotable con techo duro,vaca, transmisión autobloqueante. Dr"
https://www.coches.net/bmw-z3-gasolina-2001-en-las_palmas-60438204-covo.aspx,"Bmw z3 3.0i 231cv 6cilindros M54 E36

Considerado uno de los mejores motores de BMW. 

Cuidado y al día, ITV recién pasada y sin fallos.

Extras sport edition.

Neumáticos michelín piloto sport 4 nuevos

Arcos anti-huelco 

Dirección asistida

...

Mejor verlo y probarlo."
https://www.coches.net/bmw-z3-gasolina-2000-en-barcelona-60412282-covo.aspx,"Vendo a piezas, no se vende el coche completo, pregunta por la pieza que necesites."
https://www.coches.net/bmw-z3-gasolina-1998-en-madrid-60295853-covo.aspx,"¿Tienes un BMW Z3 con fallas mecánicas, problemas eléctricos o incluso accidentado?

Estoy interesado en comprarlo!!!"
https://www.coches.net/bmw-z3-gasolina-1998-en-tarragona-60747300-covo.aspx,"Todo en orden, funciona como un reloj,aire acondicionado,la capota es nueba i me costo 6000.la ventana de la Izquierda baja pero le Cuesta,le falta el embellecedor de la carroceria(que tapa la Puerta al cerrar,de la Puerta izquierda),a mi me costo 9000,6 años atras,lo vendo por no tenen tiempo para disfrutarlo"
