url,description
https://www.coches.net/bmw-z4-gasolina-2008-en-castellon-60813812-covo.aspx,"Vendo excepcional z4 con la ITV recién pasada. Muy cuidado, solo se utiliza los fines de semana, con las revisiones al día, incluye funda original BMW para taparlo. 
Capota en perfecto estado. Más fotos e info por correo o llamadas, no urge, no se cambia."
https://www.coches.net/bmw-z4-gasolina-2008-en-zaragoza-60590303-covo.aspx,"Vendo magnífico capricho de coche, duerme siempre en garaje, mimado y a toda prueba, capota funcionando perfectamente, una auténtica joya.Lo vendo por aumento de familia.Acepto prueba mecánica."
https://www.coches.net/bmw-z4-gasolina-2003-en-las_palmas-60807481-covo.aspx,Vendo BMW Z4 2.5i de 192 CV del año 2003 con 206.000 kilómetros cambio manual motor de 6 cilindros en línea ITV al día capota eléctrica funcionando correctamente tracción trasera interior en buen estado asientos y volante recién tapizados siempre bien cuidado y mantenido precio 11.800 euros se puede ver y probar sin compromiso.
https://www.coches.net/bmw-z4-gasolina-2006-en-las_palmas-60055691-covo.aspx,"Cambio por embarcacion de recreo de unos 6 metros de eslora con motor fueraborda y camarote, estilos  de embarcación como la ocqueteau, trophy etc..."
https://www.coches.net/bmw-z4-gasolina-2005-en-granada-60784290-covo.aspx,"Coche en excelente estado,Itv recién pasada hasta junio 2026,capota eléctrica, aire acondicionado, calefacción todo funcionando perfectamente,gomas Michelin"
https://www.coches.net/bmw-z4-gasolina-2004-en-madrid-60447106-covo.aspx,"nacional, historial de mantenimiento, recién revisado, muy bien cuidado, no dude en ponerse en contacto."
https://www.coches.net/bmw-z4-gasolina-2004-en-toledo-60461889-covo.aspx,"recién revisado, historial de mantenimiento, nacional, siempre en garaje, muy bien cuidado, no dude en ponerse en contacto."
https://www.coches.net/bmw-z4-gasolina-2004-en-cuenca-60474040-covo.aspx,"nacional, historial de mantenimiento, revisión recién realizada, muy bien cuidado, siempre en garaje privado, no dude en llamar.."
https://www.coches.net/bmw-z4-gasolina-2004-en-albacete-60470075-covo.aspx,"nacional, historial de mantenimiento, revisión recién realizada, muy bien cuidado, siempre en garaje privado, no dude en ponerse en contacto."
https://www.coches.net/bmw-z4-gasolina-2004-en-ciudad_real-60447349-covo.aspx,"recién revisado, historial de mantenimiento, nacional, muy bien cuidado, no dude en ponerse en contacto."
https://www.coches.net/bmw-z4-gasolina-2009-en-barcelona-59757801-covo.aspx,"BMW Z4 E89 2009, 204 CV, automático. Motor potente y ágil, perfecto para disfrutar de una conducción deportiva y cómoda. Interior de cuero, bien cuidado, y transmisión automática de cambios suaves.
He cambiado las pastillas de freno traseras hoy mismo. También he repintado las pinzas de freno ya que estaban algo gastadas.
Ver y probar sin compromiso."
https://www.coches.net/bmw-z4-gasolina-2008-en-barcelona-60854126-covo.aspx,"- Sin golpes ni rayadas.
- Pintura 100%
- Neumaticos nuevos
- Pastillas nuevas
- Asientos calefactable
- Manos Libres
- Revisión hecha.
- Asientos piel biege
- Mosquitera."
https://www.coches.net/bmw-z4-gasolina-2006-en-barcelona-60793955-covo.aspx,"ETIQUETA ECO
GASOLINA/GLP
Descripción última foto

Escribirme por WhatsApp! Gracias 
Los mensajes en c no me deja responderlos."
https://www.coches.net/bmw-z4-gasolina-2007-en-sta_c_tenerife-56190742-covo.aspx,"Se vende Bmw Z4 impecable del Año 2007 con menos de 96.000 kilómetros. 

Itv recién pasada hasta julio de 2025.

Revisión íntegra y cambio de todos los líquidos y filtros en taller oficial Bmw, demostrable con factura.

Contactar por el chat de la aplicación."
https://www.coches.net/bmw-z4-gasolina-2004-en-alicante-60589475-covo.aspx,"Muy bonito y con un motor muy muy fiable lleva:
-Calefacción en los asientos
-Aire acondicionado
-techo electrico
-asientos mixtos
-luces led
-luces automaticas
-Llantas japan racing en 18"" y suspensión bajada y homologada en ficha técnica aparte tengo llantas originales y suspensión original por si se quisiera dejar de origen por lo demás el coxhe es una pasada...
Aceptaria cambio por caravana o moto estilo s1000xr honda africa twin multiestrada yamaha mt10 o alguna moto que me pueda interesar"
https://www.coches.net/bmw-z4-gasolina-2006-en-jaen-59572791-covo.aspx,"Se vende BMW Z4 E85. 6 cilindros, 2.5i. etiqueta C. Gasolina. Impecable."
https://www.coches.net/bmw-z4-gasolina-2006-en-madrid-60329950-covo.aspx,"Coche en muy buen estado, lo he tenido durante 3 an~os y no me ha dado ningu`n problema. El coche se fabricó en el 2004 y fue importado a España desde Alemania en el 2006.
Posee un equipamiento muy completo como: asientos calefactables, tapiceria de piel, radio navegador con cargador de CDs, modo Sport, suspensio`n deportiva, rejilla antiremolinos, volante multifuncio`n, llantas de 18 pulgadas, sensor de parking trasero entre otros...
Respecto al mantenimiento se le hizo una puesta a punto y revisio`n cuando lo compre`, al an~o siguiente se repararon todos los pequeños defectos de la carrocería, se le han cambiado todos los fluidos y filtros del diferencial, motor y transmisio`n, se han empleado materiales de ma`xima calidad como Ravenol y Mann Filter, discos y pastillas nuevas, neuma`ticos Yokohama nuevos, silent block de trapecios nuevos.
Se entrega con todas las facturas y certificados de ITV`s, dispongo de los manuales originales y las dos llaves, ademas lo entrego con una funda impermiable de exterior hecha a medida.
Solo atiendo a personas verdaderamente interesadas."
https://www.coches.net/bmw-z4-gasolina-2004-en-barcelona-60500104-covo.aspx,"BMW Z4 Cabrio 3.0 245CV | Solo 58.000 km | Impecable

Se vende BMW Z4 Cabrio en estado excepcional. Motor 3.0 de 245 CV, solo 58.000 km reales. Tres propietarios, siempre en garaje, cuidado al detalle.

Exterior negro con tapicería crema, combinación elegante y deportiva. Interior como nuevo. Conducción potente, suave y muy divertida.

ITV pasada sin ninguna incidencia. Mantenimiento al día. No fumador. Ideal para quien busca un descapotable exclusivo y en perfecto estado.

Ocasión única. Mejor ver y probar."
https://www.coches.net/bmw-z4-gasolina-2004-en-madrid-60391348-covo.aspx,"Se vende BMW Z4 Roadster Automático, con un diseño deportivo y elegante que ofrece una conducción y sonido sensacional para disfrutar.
Características a destacar; color gris metalizado, motor atmosférico y con tracción trasera, asiento eléctrico calefactable en piel rojo original, sensor aparcamiento y proximidad delantero y trasero, ruedas en muy buen estad...etc.

El coche esta en buenas condiciones para usarlo en el momento, se ha cuidado mucho y siempre guardado en garaje, aun así recientemente se ha realizado:
ITV pasado en Agosto sin ningún defecto,
Revisión y mantenimiento de líquidos, filtros, pastillas...
Diagnóstico y pruebas mecánicas de motor, perfecto sin fallos
Detailing integral

Deportivo Roadster espectacular parece que no le han pasado los años ni kilómetros, manteniendo una línea clásica y moderna al mismo tiempo, sin duda se revalorizará con el paso de cada año.

Únicamente y solo gente interesada, NO regateadores o pérdidas de tiempo."
https://www.coches.net/bmw-z4-gasolina-2006-en-malaga-60216571-covo.aspx,"??BMW Z4 3.0si Coupé, volante a la derecha, 

??Año 2006, 

??125.000.millas. 200.000.km

??ITV, 

??Perfecto estado, 

??265CV. / 315 Nm

?? 6 en línea/ 4 válvulas por cilindro 

??Bloque Aluminio y Magnesio

??Doble árbol de levas

??Barra estabilizadora delantera/trasera

??Discos delanteros ventilador 325mm/ traseros 294

??Airbag: conductor, pasajero, laterales, traseros.

??ABS, Cinturones seguridad con  tensores pirotécnicos 

??Control estabilidad DSC

??CONTROL FRENADA CURVA

??Control presión neumáticos RPA

??CONTROL TRACCIÓN DTC

??DETECION OCUPACION ASIENTO COMPAÑANTE

??Xenon, antiniebla 

??Indicador nivel aceite/Refrigerante 

?? DRIVING DINAMIC CONTROL

?? ORDENADOR 

??RETROVISOR INTERIOR AJUSTE AUTOMÁTICO ANTIDESLIMBRAMIENTO

??Retrovisores exteriores calefactados

??Asientos delanteros Sport 

??Cuero bicolor


??Muy pocas unidades,

?? Vehículo muy perseguído por los entusiastas de BMW.

??????????????"
https://www.coches.net/bmw-z4-gasolina-2006-en-malaga-60375409-covo.aspx,"??BMW Z4 Coupe 
??Volante a la derecha, 
??Manual, 
??125.000. millas. (200.000.km) 
??ITV, 
??PERFECTO ESTADO
??Coche muy perseguido por los aficionados de Bmw"
https://www.coches.net/bmw-z4-gasolina-2006-en-malaga-60395439-covo.aspx,"BMW Z4 Coupe; Right-hand drive; Manual; 3.0-litre petrol; 265 hp. Only 125,000 milles. MOT, PERFECT CONDITION; A highly sought-after car among BMW enthusiasts."
https://www.coches.net/bmw-z4-gasolina-2010-en-pontevedra-60414811-covo.aspx,Z4 descapotable  con capota regida retractil en perfecto estado.
https://www.coches.net/bmw-z4-gasolina-2003-en-cadiz-59502004-covo.aspx,"BMW Z4 3.0i 231 CV Manual – Año 2003 – Perfecto estado

Pongo a la venta mi BMW Z4 3.0i de 231 CV, con cambio manual de seis velocidades y ITV en vigor. Se encuentra en perfecto estado, siempre cuidado al detalle y guardado en garaje privado.

Extras y mejoras destacadas:
? Rectificación de culata y bloque, asegurando un rendimiento óptimo y una mayor durabilidad. Se dispone de documentación que acredita los trabajos con una factura de 4.000€
?Bomba de agua y termostato nuevos, mantenimiento recien hecho
? Doble VANOS renovado, evitando problemas típicos del modelo
? Neumáticos prácticamente nuevos, listos para muchos kilómetros.
? Embrague también nuevo
? Hard top / Techo duro, ideal para invierno.
? Motor hidráulico de la capota nuevo y reubicado en el maletero. Ademas de los cilindros hidraulicos de empuje (lo mas caro del sistema) tambien nuevos, mejora clave para su durabilidad.
? Asientos calefactables, confort en cualquier época del año.
? Volante multifunción, mayor comodidad en la conducción.
? Botón Sport, mejora la respuesta del acelerador y dirección más directa.
? Llantas originales de 18 pulgadas, en perfecto estado.

Fiabilidad y mantenimiento:
Este BMW Z4 ha sido mantenido rigurosamente, con facturas detalladas de los últimos dos años que reflejan todas las mejoras y revisiones realizadas. Los pocos fallos endémicos del modelo han sido solucionados, por lo que está a toda prueba.

Precio acorde al estado del vehículo
El coche se encuentra en un estado impecable, tanto mecánicamente como estéticamente, lo que justifica su valor.

Motivo de la venta y posibilidad de cambio:
Lo vendo únicamente para la compra de otro vehículo. También valoro cambios por:

Audi TT RS
Chevrolet Corvette C5 o C6
Porsche Boxster s 986 o 987
Porsche 911 (996, manual)
Podemos ajustar diferencias de precio.

Si estás buscando un Z4 potente, fiable y bien cuidado, este es el tuyo. Interesados serios, contactad sin compromiso."
https://www.coches.net/bmw-z4-gasolina-2010-en-sta_c_tenerife-60854068-covo.aspx,"Se vende BMW Z4 2.3i 
6 cilindros cabriolet en muy buen estado todo ,siempre revisado en casa BMW Itv nueva
Matriculacion puesto a nombre y un año de garantia incluido en el precio"
https://www.coches.net/bmw-z4-gasolina-2013-en-granada-60223007-covo.aspx,"Fantástico deportivo !! . Muy cuidado, En muy buen estado y funcionamiento.Asientos de piel. Capota eléctrica rígida.Freno eléctrico.Sensor aparcamiento. Asientos calefactables. Clima bizona.Control crucero.Volante multifunción.... con ITV en vigor.Etiqueta Medioambiental C (verde). Interesados envío fotos y video"
https://www.coches.net/bmw-z4-gasolina-2012-en-sevilla-60534458-covo.aspx,"-BMW Z4 2.0 245cv.
- 51.800 kms.
- Año 2012.
- Gasolina.
- Descapotable capota rigida automatica.
- Llantas aluminio 19”.
- Neumaticos nuevos.
- Itv al dia.
- 2 llaves con mando.
- Faros led.
- Levas volante.
- Revision completa."
https://www.coches.net/bmw-z4-gasolina-2006-en-baleares-60462943-covo.aspx,"deportivo totalmente para carreras de 0 a 100 en 3.9 una bala mas informacion por whatspp no cambios no ofertas ultimo precio, o cambio por velero de 9 o 12 metros"
https://www.coches.net/bmw-z4-gasolina-2008-en-jaen-59507950-covo.aspx,"BMW Z4 2.0 150 cv. Este no es un Z4 cualquiera. Olvídate de esos juguetes modernos con pantallitas que te gritan cada vez que respiras. Este es un unicornio sobre ruedas, un Z4 de 2008 con solo 27.200 km. Es un roadster puro, sin filtros ni artificios. Pequeño, juguetón, y con la personalidad que los coches que ya no se fabrican. Transferido.
Es como arrancarlo del concesionario, pero con la esencia de casi un clásico. Conduce sobre raíles, es como si llevaras un kart, y escucha solo lo que tiene que sonar. ¿Vacilar? Por supuesto. Te sentirás como el mismísimo James Dean, pero sin las distracciones de los ""gadget-lovers"".
¿Estado? 100% de serie, tal como salió de fábrica. Así que ya sabes: si sabes lo que tienes delante, no lo pienses mucho."
https://www.coches.net/bmw-z4-gasolina-2012-en-cadiz-60683720-covo.aspx,"Vehículo nacional con historial completo, unidad impecable con tan solo 59.000km, de las únicas unidades con cambio manual, para los verdaderos amantes de la conducción con manejo increíble. Configuracion exclusiva.

cualquier duda consultar. Se acepta revisión para comprobar el magnífico estado
SE ACEPTA CAMBIO"
https://www.coches.net/bmw-z4-gasolina-2014-en-sta_c_tenerife-60272919-covo.aspx,"Se vende: BMW Z4 sDrive 1.8L Gasolina, año 2014.
Impresionante Roadster blanco, bajo kilómetros para el año: 119000km.
Características principales:
- Motor: 1.8L Turbo (184CV).
-Transmission: Automática de 8 velocidades con levas de cambio.
- Kilometraje: aprox. 120000km
- Interior: Asientos premium, climatizador.
- Sistema de infoentretenimiento: Sistema de audio y multimedia mejorado, compatible con Android y sistema de navegación, sistema de audio con subwoofer, conectividad Bluetooth (valorado en €2000).
- Convertible: Techo rígido plegable.
- 2 llaves.
- ITV hasta 25 Nov 2025.
- Estado: Bien mantenido, con un excelente historial de mantenimiento. Mismo propietario desde 2022. Siempre guardado en garaje. Título limpio. 
Ubicación: San Eugenio, Costa Adeje.
Precio: €23000
Solo consultas serias"
https://www.coches.net/bmw-z4-gasolina-2009-en-las_palmas-60365017-covo.aspx,"SOLO CONTESTO A QUIEN QUIERE VER EL COCHE.

BMW Z4 Sdrive 35I 307 cv ,Gran deportivo en  perfecto estado de todo , coche muy cuidado, libro de revisiones, pintura original, perfecto de mecánica, todos los extras posibles que se le pueden poner a este coche , siempre en garage .

150.000 km
Año 2009
Automatico 

cabrio
navegador gps
asientos con regulación eléctrica y con memoria
asientos calefactables y ajuste lumbar
retrovisores eléctricos
levas en el volante
auto abatibles y anti deslumbramiento
llantas de aleación 19''
faros bi-xenón
manos libres bluetooth
radio/cd/aux
bmw profesional
conexión usb audio
modos de conducción
sensores de aparcamiento
volante multifunción 
climatizador bi-zona
control de crucero
sensor de lluvia automático y luces
deflector de viento
alarma antirrobo

No acepto cambios!! Sólo gente interesada"
https://www.coches.net/bmw-z4-gasolina-2009-en-murcia-60474620-covo.aspx,Prácticamente nuevo. Se vende por falta de uso.
https://www.coches.net/bmw-z4-gasolina-2008-en-sta_c_tenerife-60727265-covo.aspx,"BMW Z4 Coupe 3.0si Manual.

Vehículo nacional, modelo 2008 matriculado en 12/2009.

Volante deportivo,pedales y pomo M,escape deportivo Eisenmann (homologado).

Muy buen estado, mejor ver, 

Posibilidad de envio a península."
https://www.coches.net/bmw-z4-gasolina-2011-en-las_palmas-60402800-covo.aspx,"Bmw Z4  E 89 muy cuidado, con todas sus revisiones hechas.  Edición limitada,  Bmw Motorsports.  Motor 3000 cc 258 cv . Carbono interior en todo salpicadero puertas , sillones de cuero . Un coche muy divertido y potente de conducir . Contactar gente realmente interesada.  Color blanco Perla precioso.  Neumáticos Pirelli P Zero y llantas 19 pulgadas Bmw original, paquete M ."
https://www.coches.net/bmw-z4-gasolina-2016-en-alicante-60403455-covo.aspx,"Ajuste lumbar
        Asiento del copiloto abatible
        Asientos calef.
        Ayuda aparcamiento
        Climatizador automático, 2 zonas
        Control de velocidad.                                       
        Elevalunas eléctrico
        Navegador
        Pantalla frontal
        Reposabrazos
        Sensor de aparcamiento delantero
        Sensor de aparcamiento trasero
        Sensor de lluvia
        Sensor de luces
        Volante de cuero
        Volante multifunción
        Bluetooth
        MP3
        Manos libres
        Ordenador
        Radio
        Radio digital
        Sistema de sonido
        USB
        ABS
        Airbag acompañante
        Airbag del conductor
        Alarma
        Control de presión de las ruedas
        Control de tracción
        Dirección asistida
        ESP
        Faros de xenon
        Faros delanteros bi-xenon
        ISOFIX
        Inmovilizador
        Luces de carretera 
        antideslumbrantes
        Luces de marcha diurna LED"
https://www.coches.net/bmw-z4-gasolina-2014-en-vizcaya-60805406-covo.aspx,"UNIDAD MUY EXCLUSIVA DE Z4. MUY POCAS UNIDADES A LA VENTA. 

-Suspension activa SDrive
-Launch Control
-Control Crucero
-Faros Bixenon Direccionables
-Asientos Calefactables 
-Neumaticos Michelín PS5 Nuevos
-Motor N54 biturbo similar a BMW M2
-Modo Sport + con aumento de par, sonido, endurecimiento de la suspensión y el volante y aumento de velocidad de la caja de cambios.

Un verdadero capricho de coche.

Se entrega recién pintado."
https://www.coches.net/bmw-z4-gasolina-2021-en-malaga-60276996-covo.aspx,"IVA incluido. 
BMW Z4, 3.0 i, aut. 
2021, 45.000 km, negro. 
M Packet exterior, 
M Packet interior, 
Black Packet. 
Cuero negro. 
Coche de mi esposa, no fumador. 
Muy buen estado."
https://www.coches.net/bmw-z4-gasolina-2023-en-sta_c_tenerife-59934352-covo.aspx,"Z4 20i auto ,coche en perfecto estado , siempre guardado en garaje y cuando esta fuera protegido por fundas hechas a medida y parasol delantero también hecho a medida (ambos hechos en Italia) . Siempre lavado a mano. Usado solo 4 meses , comprado nuevo ( vivo habitualmente en Italia ) 10/2023. Rodaje hecho a la perfección. Ya pagado contrato de mantenimiento válido por 5 años o 60000km incluido (primer servicio que se realizará el próximo mes).
Actualmente siempre en garaje con batería desconectada (y cargada por un amigo, retirada del coche). Estaré en Tenerife en agosto o vendré antes sólo si persona realmente interesada en comprar. Neumaticos en muy buen estado , no corro y solo lo uso para pasear y uso comunal. No acepto permutas , vendo solo para traer a la isla otro coche que tengo en Italia . +304"
https://www.coches.net/bmw-z4-gasolina-2020-en-sta_c_tenerife-60676146-covo.aspx,"Se vende bmw z4 m40I, 340CV automatico, full equipo del año 2020 con 107.000 km. 
Más informacion al"
